product_id,title,brand,category,color,size,actual_price,current_price,status
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,XL,"₹1,800","₹1,800",AVAILABLE
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,2XL,"₹1,800","₹1,800",AVAILABLE
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,3XL,"₹2,300","₹2,300",AVAILABLE
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,4XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT24,Ultra Green 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,ultra-green,5XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,XS,"₹1,800","₹1,800",OUT_OF_STOCK
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,S,"₹1,800","₹1,800",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,M,"₹1,800","₹1,800",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,L,"₹1,800","₹1,800",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,XL,"₹1,800","₹1,800",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,2XL,"₹1,800","₹1,800",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,3XL,"₹2,300","₹2,300",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,4XL,"₹2,300","₹2,300",AVAILABLE
MT25,Sea Blue 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,sea-blue,5XL,"₹2,300","₹2,300",OUT_OF_STOCK
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,XS,"₹1,800","₹1,290",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,S,"₹1,800","₹1,290",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,M,"₹1,800","₹1,290",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,L,"₹1,800","₹1,290",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,XL,"₹1,800","₹1,290",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,2XL,"₹1,800","₹1,290",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,3XL,"₹2,300","₹1,790",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,4XL,"₹2,300","₹1,790",AVAILABLE
MT26,Bone 100% Supima Cotton Double Knit Ribbed Collar Classic Cut,MarchTee,polo,bone,5XL,"₹2,300","₹1,790",OUT_OF_STOCK
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,XS,"₹2,800","₹2,800",AVAILABLE
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,S,"₹2,800","₹2,800",AVAILABLE
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,M,"₹2,800","₹2,800",AVAILABLE
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,L,"₹2,800","₹2,800",AVAILABLE
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,XL,"₹2,800","₹2,800",AVAILABLE
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,2XL,"₹2,800","₹2,800",AVAILABLE
MT27,Classic Black 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,classic-black,3XL,"₹3,300","₹3,300",AVAILABLE
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,XS,"₹2,800","₹2,800",OUT_OF_STOCK
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,S,"₹2,800","₹2,800",AVAILABLE
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,M,"₹2,800","₹2,800",AVAILABLE
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,L,"₹2,800","₹2,800",AVAILABLE
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,XL,"₹2,800","₹2,800",AVAILABLE
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,2XL,"₹2,800","₹2,800",AVAILABLE
MT28,Burnt Olive 100% Supima Cotton Matte Finished Buttons Ribbed Cuff,MarchTee,henley,burnt-olive,3XL,"₹3,300","₹3,300",AVAILABLE
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,XS,"₹4,900","₹4,900",OUT_OF_STOCK
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,S,"₹4,900","₹4,900",OUT_OF_STOCK
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,M,"₹4,900","₹4,900",OUT_OF_STOCK
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,L,"₹4,900","₹4,900",OUT_OF_STOCK
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,XL,"₹4,900","₹4,900",OUT_OF_STOCK
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,2XL,"₹4,900","₹4,900",OUT_OF_STOCK
MT29,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-tee,pure-white,3XL,"₹5,400","₹5,400",OUT_OF_STOCK
MT30,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-v,pure-white,S,"₹4,900","₹4,900",OUT_OF_STOCK
MT30,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-v,pure-white,M,"₹4,900","₹4,900",OUT_OF_STOCK
MT30,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-v,pure-white,L,"₹4,900","₹4,900",OUT_OF_STOCK
MT30,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-v,pure-white,XL,"₹4,900","₹4,900",OUT_OF_STOCK
MT30,100% Suvin Cotton Extra-long Staple Single Origin,MarchTee,suvin-v,pure-white,2XL,"₹4,900","₹4,900",OUT_OF_STOCK
